#    L    TT             EE             BB             TE          
 14737   0.102061E+00   0.105309E-02   0.984113E-03  -0.126123E-02
 14738   0.102078E+00   0.105297E-02   0.983985E-03  -0.126106E-02
 14739   0.102037E+00   0.105282E-02   0.983880E-03  -0.126090E-02
 14740   0.102053E+00   0.105270E-02   0.983752E-03  -0.126073E-02
 14741   0.102012E+00   0.105255E-02   0.983647E-03  -0.126057E-02
 14742   0.102028E+00   0.105243E-02   0.983519E-03  -0.126040E-02
 14743   0.101987E+00   0.105228E-02   0.983414E-03  -0.126023E-02
 14744   0.102003E+00   0.105216E-02   0.983286E-03  -0.126007E-02
 14745   0.101963E+00   0.105201E-02   0.983181E-03  -0.125990E-02
 14746   0.101979E+00   0.105189E-02   0.983053E-03  -0.125974E-02
 14747   0.101938E+00   0.105174E-02   0.982948E-03  -0.125957E-02
 14748   0.101954E+00   0.105162E-02   0.982820E-03  -0.125941E-02
 14749   0.101913E+00   0.105147E-02   0.982715E-03  -0.125924E-02
 14750   0.101929E+00   0.105135E-02   0.982587E-03  -0.125908E-02
 14751   0.101889E+00   0.105120E-02   0.982483E-03  -0.125891E-02
 14752   0.101905E+00   0.105108E-02   0.982355E-03  -0.125874E-02
 14753   0.101864E+00   0.105093E-02   0.982250E-03  -0.125858E-02
 14754   0.101880E+00   0.105081E-02   0.982122E-03  -0.125841E-02
 14755   0.101839E+00   0.105066E-02   0.982017E-03  -0.125825E-02
 14756   0.101855E+00   0.105054E-02   0.981890E-03  -0.125808E-02
 14757   0.101815E+00   0.105039E-02   0.981785E-03  -0.125792E-02
 14758   0.101831E+00   0.105027E-02   0.981657E-03  -0.125775E-02
 14759   0.101790E+00   0.105012E-02   0.981553E-03  -0.125759E-02
 14760   0.101806E+00   0.105000E-02   0.981425E-03  -0.125742E-02
 14761   0.101765E+00   0.104985E-02   0.981320E-03  -0.125726E-02
 14762   0.101782E+00   0.104973E-02   0.981193E-03  -0.125709E-02
 14763   0.101741E+00   0.104958E-02   0.981088E-03  -0.125693E-02
 14764   0.101757E+00   0.104946E-02   0.980960E-03  -0.125676E-02
 14765   0.101716E+00   0.104932E-02   0.980856E-03  -0.125660E-02
 14766   0.101732E+00   0.104919E-02   0.980728E-03  -0.125643E-02
 14767   0.101691E+00   0.104905E-02   0.980624E-03  -0.125627E-02
 14768   0.101708E+00   0.104892E-02   0.980496E-03  -0.125610E-02
 14769   0.101667E+00   0.104878E-02   0.980392E-03  -0.125594E-02
 14770   0.101683E+00   0.104865E-02   0.980264E-03  -0.125578E-02
 14771   0.101642E+00   0.104851E-02   0.980160E-03  -0.125561E-02
 14772   0.101659E+00   0.104839E-02   0.980033E-03  -0.125545E-02
 14773   0.101618E+00   0.104824E-02   0.979928E-03  -0.125528E-02
 14774   0.101634E+00   0.104812E-02   0.979801E-03  -0.125512E-02
 14775   0.101593E+00   0.104797E-02   0.979697E-03  -0.125495E-02
 14776   0.101609E+00   0.104785E-02   0.979569E-03  -0.125479E-02
 14777   0.101569E+00   0.104770E-02   0.979465E-03  -0.125462E-02
 14778   0.101585E+00   0.104758E-02   0.979338E-03  -0.125446E-02
 14779   0.101544E+00   0.104744E-02   0.979234E-03  -0.125430E-02
 14780   0.101560E+00   0.104731E-02   0.979106E-03  -0.125413E-02
 14781   0.101519E+00   0.104717E-02   0.979002E-03  -0.125397E-02
 14782   0.101536E+00   0.104704E-02   0.978875E-03  -0.125380E-02
 14783   0.101495E+00   0.104690E-02   0.978771E-03  -0.125364E-02
 14784   0.101511E+00   0.104678E-02   0.978643E-03  -0.125347E-02
 14785   0.101470E+00   0.104663E-02   0.978539E-03  -0.125331E-02
 14786   0.101487E+00   0.104651E-02   0.978412E-03  -0.125315E-02
 14787   0.101446E+00   0.104636E-02   0.978308E-03  -0.125298E-02
 14788   0.101462E+00   0.104624E-02   0.978181E-03  -0.125282E-02
 14789   0.101421E+00   0.104610E-02   0.978077E-03  -0.125265E-02
 14790   0.101438E+00   0.104597E-02   0.977950E-03  -0.125249E-02
 14791   0.101397E+00   0.104583E-02   0.977846E-03  -0.125233E-02
 14792   0.101413E+00   0.104571E-02   0.977719E-03  -0.125216E-02
 14793   0.101372E+00   0.104556E-02   0.977615E-03  -0.125200E-02
 14794   0.101389E+00   0.104544E-02   0.977488E-03  -0.125184E-02
 14795   0.101348E+00   0.104529E-02   0.977384E-03  -0.125167E-02
 14796   0.101364E+00   0.104517E-02   0.977257E-03  -0.125151E-02
 14797   0.101323E+00   0.104503E-02   0.977154E-03  -0.125134E-02
 14798   0.101340E+00   0.104490E-02   0.977026E-03  -0.125118E-02
 14799   0.101299E+00   0.104476E-02   0.976923E-03  -0.125102E-02
 14800   0.101315E+00   0.104464E-02   0.976796E-03  -0.125085E-02
 14801   0.101274E+00   0.104449E-02   0.976692E-03  -0.125069E-02
 14802   0.101291E+00   0.104437E-02   0.976565E-03  -0.125053E-02
 14803   0.101250E+00   0.104423E-02   0.976462E-03  -0.125036E-02
 14804   0.101267E+00   0.104410E-02   0.976335E-03  -0.125020E-02
 14805   0.101226E+00   0.104396E-02   0.976231E-03  -0.125004E-02
 14806   0.101242E+00   0.104384E-02   0.976104E-03  -0.124987E-02
 14807   0.101201E+00   0.104369E-02   0.976001E-03  -0.124971E-02
 14808   0.101218E+00   0.104357E-02   0.975874E-03  -0.124955E-02
 14809   0.101177E+00   0.104343E-02   0.975770E-03  -0.124938E-02
 14810   0.101193E+00   0.104330E-02   0.975644E-03  -0.124922E-02
 14811   0.101152E+00   0.104316E-02   0.975540E-03  -0.124906E-02
 14812   0.101169E+00   0.104304E-02   0.975413E-03  -0.124889E-02
 14813   0.101128E+00   0.104289E-02   0.975310E-03  -0.124873E-02
 14814   0.101144E+00   0.104277E-02   0.975183E-03  -0.124857E-02
 14815   0.101104E+00   0.104263E-02   0.975080E-03  -0.124841E-02
 14816   0.101120E+00   0.104250E-02   0.974953E-03  -0.124824E-02
 14817   0.101079E+00   0.104236E-02   0.974850E-03  -0.124808E-02
 14818   0.101096E+00   0.104224E-02   0.974723E-03  -0.124792E-02
 14819   0.101055E+00   0.104209E-02   0.974620E-03  -0.124775E-02
 14820   0.101071E+00   0.104197E-02   0.974494E-03  -0.124759E-02
 14821   0.101030E+00   0.104183E-02   0.974390E-03  -0.124743E-02
 14822   0.101047E+00   0.104171E-02   0.974264E-03  -0.124727E-02
 14823   0.101006E+00   0.104156E-02   0.974161E-03  -0.124710E-02
 14824   0.101023E+00   0.104144E-02   0.974034E-03  -0.124694E-02
 14825   0.100982E+00   0.104130E-02   0.973931E-03  -0.124678E-02
 14826   0.100998E+00   0.104118E-02   0.973804E-03  -0.124661E-02
 14827   0.100957E+00   0.104103E-02   0.973701E-03  -0.124645E-02
 14828   0.100974E+00   0.104091E-02   0.973575E-03  -0.124629E-02
 14829   0.100933E+00   0.104077E-02   0.973472E-03  -0.124613E-02
 14830   0.100950E+00   0.104065E-02   0.973345E-03  -0.124596E-02
 14831   0.100909E+00   0.104050E-02   0.973243E-03  -0.124580E-02
 14832   0.100925E+00   0.104038E-02   0.973116E-03  -0.124564E-02
 14833   0.100884E+00   0.104024E-02   0.973013E-03  -0.124548E-02
 14834   0.100901E+00   0.104011E-02   0.972887E-03  -0.124532E-02
 14835   0.100860E+00   0.103997E-02   0.972784E-03  -0.124515E-02
 14836   0.100877E+00   0.103985E-02   0.972658E-03  -0.124499E-02
 14837   0.100836E+00   0.103971E-02   0.972555E-03  -0.124483E-02
 14838   0.100852E+00   0.103958E-02   0.972429E-03  -0.124467E-02
 14839   0.100811E+00   0.103944E-02   0.972326E-03  -0.124450E-02
 14840   0.100828E+00   0.103932E-02   0.972199E-03  -0.124434E-02
 14841   0.100787E+00   0.103918E-02   0.972097E-03  -0.124418E-02
 14842   0.100804E+00   0.103906E-02   0.971971E-03  -0.124402E-02
 14843   0.100763E+00   0.103891E-02   0.971868E-03  -0.124386E-02
 14844   0.100780E+00   0.103879E-02   0.971742E-03  -0.124370E-02
 14845   0.100739E+00   0.103865E-02   0.971639E-03  -0.124353E-02
 14846   0.100755E+00   0.103853E-02   0.971513E-03  -0.124337E-02
 14847   0.100714E+00   0.103838E-02   0.971410E-03  -0.124321E-02
 14848   0.100731E+00   0.103826E-02   0.971284E-03  -0.124305E-02
 14849   0.100690E+00   0.103812E-02   0.971182E-03  -0.124289E-02
 14850   0.100707E+00   0.103800E-02   0.971055E-03  -0.124272E-02
 14851   0.100666E+00   0.103785E-02   0.970953E-03  -0.124256E-02
 14852   0.100683E+00   0.103773E-02   0.970827E-03  -0.124240E-02
 14853   0.100642E+00   0.103759E-02   0.970724E-03  -0.124224E-02
 14854   0.100659E+00   0.103747E-02   0.970598E-03  -0.124208E-02
 14855   0.100617E+00   0.103733E-02   0.970496E-03  -0.124192E-02
 14856   0.100634E+00   0.103721E-02   0.970370E-03  -0.124176E-02
 14857   0.100593E+00   0.103706E-02   0.970268E-03  -0.124159E-02
 14858   0.100610E+00   0.103694E-02   0.970142E-03  -0.124143E-02
 14859   0.100569E+00   0.103680E-02   0.970039E-03  -0.124127E-02
 14860   0.100586E+00   0.103668E-02   0.969914E-03  -0.124111E-02
 14861   0.100545E+00   0.103653E-02   0.969811E-03  -0.124095E-02
 14862   0.100562E+00   0.103641E-02   0.969685E-03  -0.124079E-02
 14863   0.100521E+00   0.103627E-02   0.969583E-03  -0.124063E-02
 14864   0.100538E+00   0.103615E-02   0.969457E-03  -0.124046E-02
 14865   0.100497E+00   0.103601E-02   0.969355E-03  -0.124030E-02
 14866   0.100513E+00   0.103589E-02   0.969229E-03  -0.124014E-02
 14867   0.100472E+00   0.103574E-02   0.969127E-03  -0.123998E-02
 14868   0.100489E+00   0.103562E-02   0.969001E-03  -0.123982E-02
 14869   0.100448E+00   0.103548E-02   0.968899E-03  -0.123966E-02
 14870   0.100465E+00   0.103536E-02   0.968774E-03  -0.123950E-02
 14871   0.100424E+00   0.103522E-02   0.968671E-03  -0.123934E-02
 14872   0.100441E+00   0.103510E-02   0.968546E-03  -0.123918E-02
 14873   0.100400E+00   0.103496E-02   0.968444E-03  -0.123902E-02
 14874   0.100417E+00   0.103484E-02   0.968318E-03  -0.123885E-02
 14875   0.100376E+00   0.103469E-02   0.968216E-03  -0.123869E-02
 14876   0.100393E+00   0.103457E-02   0.968091E-03  -0.123853E-02
 14877   0.100352E+00   0.103443E-02   0.967989E-03  -0.123837E-02
 14878   0.100369E+00   0.103431E-02   0.967863E-03  -0.123821E-02
 14879   0.100328E+00   0.103417E-02   0.967761E-03  -0.123805E-02
 14880   0.100345E+00   0.103405E-02   0.967636E-03  -0.123789E-02
 14881   0.100303E+00   0.103390E-02   0.967534E-03  -0.123773E-02
 14882   0.100320E+00   0.103378E-02   0.967408E-03  -0.123757E-02
 14883   0.100279E+00   0.103364E-02   0.967306E-03  -0.123741E-02
 14884   0.100296E+00   0.103352E-02   0.967181E-03  -0.123725E-02
 14885   0.100255E+00   0.103338E-02   0.967079E-03  -0.123709E-02
 14886   0.100272E+00   0.103326E-02   0.966954E-03  -0.123693E-02
 14887   0.100231E+00   0.103312E-02   0.966852E-03  -0.123677E-02
 14888   0.100248E+00   0.103300E-02   0.966727E-03  -0.123661E-02
 14889   0.100207E+00   0.103286E-02   0.966625E-03  -0.123645E-02
 14890   0.100224E+00   0.103274E-02   0.966500E-03  -0.123629E-02
 14891   0.100183E+00   0.103259E-02   0.966398E-03  -0.123613E-02
 14892   0.100200E+00   0.103247E-02   0.966273E-03  -0.123597E-02
 14893   0.100159E+00   0.103233E-02   0.966171E-03  -0.123581E-02
 14894   0.100176E+00   0.103221E-02   0.966046E-03  -0.123565E-02
 14895   0.100135E+00   0.103207E-02   0.965944E-03  -0.123549E-02
 14896   0.100152E+00   0.103195E-02   0.965819E-03  -0.123533E-02
 14897   0.100111E+00   0.103181E-02   0.965718E-03  -0.123517E-02
 14898   0.100128E+00   0.103169E-02   0.965592E-03  -0.123501E-02
 14899   0.100087E+00   0.103155E-02   0.965491E-03  -0.123485E-02
 14900   0.100104E+00   0.103143E-02   0.965366E-03  -0.123469E-02
 14901   0.100063E+00   0.103128E-02   0.965264E-03  -0.123453E-02
 14902   0.100080E+00   0.103117E-02   0.965139E-03  -0.123437E-02
 14903   0.100039E+00   0.103102E-02   0.965038E-03  -0.123421E-02
 14904   0.100056E+00   0.103090E-02   0.964913E-03  -0.123405E-02
 14905   0.100015E+00   0.103076E-02   0.964811E-03  -0.123389E-02
 14906   0.100032E+00   0.103064E-02   0.964686E-03  -0.123373E-02
 14907   0.999909E-01   0.103050E-02   0.964585E-03  -0.123357E-02
 14908   0.100008E+00   0.103038E-02   0.964460E-03  -0.123341E-02
 14909   0.999670E-01   0.103024E-02   0.964359E-03  -0.123325E-02
 14910   0.999841E-01   0.103012E-02   0.964234E-03  -0.123309E-02
 14911   0.999430E-01   0.102998E-02   0.964133E-03  -0.123293E-02
 14912   0.999602E-01   0.102986E-02   0.964008E-03  -0.123277E-02
 14913   0.999190E-01   0.102972E-02   0.963907E-03  -0.123261E-02
 14914   0.999362E-01   0.102960E-02   0.963782E-03  -0.123245E-02
 14915   0.998951E-01   0.102946E-02   0.963681E-03  -0.123229E-02
 14916   0.999123E-01   0.102934E-02   0.963556E-03  -0.123213E-02
 14917   0.998711E-01   0.102920E-02   0.963455E-03  -0.123197E-02
 14918   0.998883E-01   0.102908E-02   0.963330E-03  -0.123181E-02
 14919   0.998472E-01   0.102894E-02   0.963229E-03  -0.123166E-02
 14920   0.998644E-01   0.102882E-02   0.963104E-03  -0.123150E-02
 14921   0.998233E-01   0.102868E-02   0.963003E-03  -0.123134E-02
 14922   0.998405E-01   0.102856E-02   0.962878E-03  -0.123118E-02
 14923   0.997993E-01   0.102842E-02   0.962777E-03  -0.123102E-02
 14924   0.998166E-01   0.102830E-02   0.962652E-03  -0.123086E-02
 14925   0.997754E-01   0.102816E-02   0.962552E-03  -0.123070E-02
 14926   0.997927E-01   0.102804E-02   0.962427E-03  -0.123054E-02
 14927   0.997515E-01   0.102790E-02   0.962326E-03  -0.123038E-02
 14928   0.997688E-01   0.102778E-02   0.962201E-03  -0.123022E-02
 14929   0.997276E-01   0.102764E-02   0.962101E-03  -0.123007E-02
 14930   0.997449E-01   0.102752E-02   0.961976E-03  -0.122991E-02
 14931   0.997038E-01   0.102738E-02   0.961875E-03  -0.122975E-02
 14932   0.997211E-01   0.102726E-02   0.961751E-03  -0.122959E-02
 14933   0.996799E-01   0.102712E-02   0.961650E-03  -0.122943E-02
 14934   0.996972E-01   0.102700E-02   0.961525E-03  -0.122927E-02
 14935   0.996560E-01   0.102686E-02   0.961425E-03  -0.122911E-02
 14936   0.996733E-01   0.102674E-02   0.961300E-03  -0.122895E-02
 14937   0.996322E-01   0.102660E-02   0.961200E-03  -0.122880E-02
 14938   0.996495E-01   0.102648E-02   0.961075E-03  -0.122864E-02
 14939   0.996083E-01   0.102634E-02   0.960974E-03  -0.122848E-02
 14940   0.996257E-01   0.102622E-02   0.960850E-03  -0.122832E-02
 14941   0.995845E-01   0.102608E-02   0.960749E-03  -0.122816E-02
 14942   0.996018E-01   0.102596E-02   0.960625E-03  -0.122800E-02
 14943   0.995606E-01   0.102582E-02   0.960525E-03  -0.122785E-02
 14944   0.995780E-01   0.102570E-02   0.960400E-03  -0.122769E-02
 14945   0.995368E-01   0.102556E-02   0.960300E-03  -0.122753E-02
 14946   0.995542E-01   0.102544E-02   0.960175E-03  -0.122737E-02
 14947   0.995130E-01   0.102530E-02   0.960075E-03  -0.122721E-02
 14948   0.995304E-01   0.102518E-02   0.959951E-03  -0.122705E-02
 14949   0.994892E-01   0.102504E-02   0.959850E-03  -0.122690E-02
 14950   0.995066E-01   0.102492E-02   0.959726E-03  -0.122674E-02
 14951   0.994654E-01   0.102478E-02   0.959626E-03  -0.122658E-02
 14952   0.994828E-01   0.102467E-02   0.959501E-03  -0.122642E-02
 14953   0.994416E-01   0.102452E-02   0.959401E-03  -0.122626E-02
 14954   0.994590E-01   0.102441E-02   0.959277E-03  -0.122611E-02
 14955   0.994178E-01   0.102427E-02   0.959177E-03  -0.122595E-02
 14956   0.994353E-01   0.102415E-02   0.959053E-03  -0.122579E-02
 14957   0.993940E-01   0.102401E-02   0.958952E-03  -0.122563E-02
 14958   0.994115E-01   0.102389E-02   0.958828E-03  -0.122547E-02
 14959   0.993703E-01   0.102375E-02   0.958728E-03  -0.122532E-02
 14960   0.993877E-01   0.102363E-02   0.958604E-03  -0.122516E-02
 14961   0.993465E-01   0.102349E-02   0.958504E-03  -0.122500E-02
 14962   0.993640E-01   0.102337E-02   0.958380E-03  -0.122484E-02
 14963   0.993228E-01   0.102323E-02   0.958280E-03  -0.122469E-02
 14964   0.993403E-01   0.102311E-02   0.958156E-03  -0.122453E-02
 14965   0.992990E-01   0.102297E-02   0.958056E-03  -0.122437E-02
 14966   0.993165E-01   0.102286E-02   0.957932E-03  -0.122421E-02
 14967   0.992753E-01   0.102272E-02   0.957832E-03  -0.122406E-02
 14968   0.992928E-01   0.102260E-02   0.957708E-03  -0.122390E-02
 14969   0.992516E-01   0.102246E-02   0.957608E-03  -0.122374E-02
 14970   0.992691E-01   0.102234E-02   0.957484E-03  -0.122358E-02
 14971   0.992279E-01   0.102220E-02   0.957384E-03  -0.122343E-02
 14972   0.992454E-01   0.102208E-02   0.957260E-03  -0.122327E-02
 14973   0.992042E-01   0.102194E-02   0.957160E-03  -0.122311E-02
 14974   0.992217E-01   0.102183E-02   0.957037E-03  -0.122295E-02
 14975   0.991805E-01   0.102169E-02   0.956937E-03  -0.122280E-02
 14976   0.991980E-01   0.102157E-02   0.956813E-03  -0.122264E-02
 14977   0.991568E-01   0.102143E-02   0.956713E-03  -0.122248E-02
 14978   0.991744E-01   0.102131E-02   0.956589E-03  -0.122233E-02
 14979   0.991331E-01   0.102117E-02   0.956490E-03  -0.122217E-02
 14980   0.991507E-01   0.102105E-02   0.956366E-03  -0.122201E-02
 14981   0.991094E-01   0.102091E-02   0.956266E-03  -0.122185E-02
 14982   0.991270E-01   0.102080E-02   0.956143E-03  -0.122170E-02
 14983   0.990858E-01   0.102066E-02   0.956043E-03  -0.122154E-02
 14984   0.991034E-01   0.102054E-02   0.955919E-03  -0.122138E-02
 14985   0.990621E-01   0.102040E-02   0.955820E-03  -0.122123E-02
 14986   0.990798E-01   0.102028E-02   0.955696E-03  -0.122107E-02
 14987   0.990385E-01   0.102014E-02   0.955596E-03  -0.122091E-02
 14988   0.990561E-01   0.102003E-02   0.955473E-03  -0.122076E-02
 14989   0.990149E-01   0.101989E-02   0.955373E-03  -0.122060E-02
 14990   0.990325E-01   0.101977E-02   0.955250E-03  -0.122044E-02
 14991   0.989912E-01   0.101963E-02   0.955150E-03  -0.122029E-02
 14992   0.990089E-01   0.101951E-02   0.955027E-03  -0.122013E-02
 14993   0.989676E-01   0.101937E-02   0.954927E-03  -0.121997E-02
 14994   0.989853E-01   0.101926E-02   0.954804E-03  -0.121982E-02
 14995   0.989440E-01   0.101912E-02   0.954705E-03  -0.121966E-02
 14996   0.989617E-01   0.101900E-02   0.954581E-03  -0.121950E-02
 14997   0.989204E-01   0.101886E-02   0.954482E-03  -0.121935E-02
 14998   0.989381E-01   0.101874E-02   0.954358E-03  -0.121919E-02
 14999   0.988968E-01   0.101860E-02   0.954259E-03  -0.121903E-02
 15000   0.989145E-01   0.101849E-02   0.954136E-03  -0.121888E-02
 15001   0.988732E-01   0.101835E-02   0.954036E-03  -0.121872E-02
 15002   0.988909E-01   0.101823E-02   0.953913E-03  -0.121856E-02
 15003   0.988496E-01   0.101809E-02   0.953814E-03  -0.121841E-02
 15004   0.988674E-01   0.101798E-02   0.953691E-03  -0.121825E-02
 15005   0.988261E-01   0.101784E-02   0.953591E-03  -0.121810E-02
 15006   0.988438E-01   0.101772E-02   0.953468E-03  -0.121794E-02
 15007   0.988025E-01   0.101758E-02   0.953369E-03  -0.121778E-02
 15008   0.988203E-01   0.101746E-02   0.953246E-03  -0.121763E-02
 15009   0.987790E-01   0.101732E-02   0.953147E-03  -0.121747E-02
 15010   0.987967E-01   0.101721E-02   0.953024E-03  -0.121732E-02
 15011   0.987554E-01   0.101707E-02   0.952924E-03  -0.121716E-02
 15012   0.987732E-01   0.101695E-02   0.952801E-03  -0.121700E-02
 15013   0.987319E-01   0.101681E-02   0.952702E-03  -0.121685E-02
 15014   0.987497E-01   0.101670E-02   0.952579E-03  -0.121669E-02
 15015   0.987084E-01   0.101656E-02   0.952480E-03  -0.121654E-02
 15016   0.987262E-01   0.101644E-02   0.952357E-03  -0.121638E-02
 15017   0.986849E-01   0.101630E-02   0.952258E-03  -0.121622E-02
 15018   0.987027E-01   0.101619E-02   0.952135E-03  -0.121607E-02
 15019   0.986613E-01   0.101605E-02   0.952036E-03  -0.121591E-02
 15020   0.986792E-01   0.101593E-02   0.951913E-03  -0.121576E-02
 15021   0.986378E-01   0.101579E-02   0.951814E-03  -0.121560E-02
 15022   0.986557E-01   0.101568E-02   0.951691E-03  -0.121545E-02
 15023   0.986144E-01   0.101554E-02   0.951593E-03  -0.121529E-02
 15024   0.986322E-01   0.101542E-02   0.951470E-03  -0.121514E-02
 15025   0.985909E-01   0.101528E-02   0.951371E-03  -0.121498E-02
 15026   0.986087E-01   0.101517E-02   0.951248E-03  -0.121482E-02
 15027   0.985674E-01   0.101503E-02   0.951149E-03  -0.121467E-02
 15028   0.985853E-01   0.101491E-02   0.951026E-03  -0.121451E-02
 15029   0.985439E-01   0.101477E-02   0.950928E-03  -0.121436E-02
 15030   0.985618E-01   0.101466E-02   0.950805E-03  -0.121420E-02
 15031   0.985205E-01   0.101452E-02   0.950706E-03  -0.121405E-02
 15032   0.985384E-01   0.101440E-02   0.950584E-03  -0.121389E-02
 15033   0.984970E-01   0.101426E-02   0.950485E-03  -0.121374E-02
 15034   0.985149E-01   0.101415E-02   0.950362E-03  -0.121358E-02
 15035   0.984736E-01   0.101401E-02   0.950264E-03  -0.121343E-02
 15036   0.984915E-01   0.101389E-02   0.950141E-03  -0.121327E-02
 15037   0.984502E-01   0.101376E-02   0.950042E-03  -0.121312E-02
 15038   0.984681E-01   0.101364E-02   0.949920E-03  -0.121296E-02
 15039   0.984267E-01   0.101350E-02   0.949821E-03  -0.121281E-02
 15040   0.984447E-01   0.101339E-02   0.949699E-03  -0.121265E-02
 15041   0.984033E-01   0.101325E-02   0.949600E-03  -0.121250E-02
 15042   0.984213E-01   0.101313E-02   0.949478E-03  -0.121234E-02
 15043   0.983799E-01   0.101299E-02   0.949379E-03  -0.121219E-02
 15044   0.983979E-01   0.101288E-02   0.949257E-03  -0.121203E-02
 15045   0.983565E-01   0.101274E-02   0.949158E-03  -0.121188E-02
 15046   0.983745E-01   0.101262E-02   0.949036E-03  -0.121172E-02
 15047   0.983331E-01   0.101249E-02   0.948937E-03  -0.121157E-02
 15048   0.983511E-01   0.101237E-02   0.948815E-03  -0.121141E-02
 15049   0.983097E-01   0.101223E-02   0.948717E-03  -0.121126E-02
 15050   0.983277E-01   0.101212E-02   0.948594E-03  -0.121110E-02
 15051   0.982864E-01   0.101198E-02   0.948496E-03  -0.121095E-02
 15052   0.983044E-01   0.101186E-02   0.948374E-03  -0.121079E-02
 15053   0.982630E-01   0.101172E-02   0.948275E-03  -0.121064E-02
 15054   0.982810E-01   0.101161E-02   0.948153E-03  -0.121049E-02
 15055   0.982396E-01   0.101147E-02   0.948055E-03  -0.121033E-02
 15056   0.982577E-01   0.101136E-02   0.947932E-03  -0.121018E-02
 15057   0.982163E-01   0.101122E-02   0.947834E-03  -0.121002E-02
 15058   0.982344E-01   0.101110E-02   0.947712E-03  -0.120987E-02
 15059   0.981930E-01   0.101097E-02   0.947614E-03  -0.120971E-02
 15060   0.982110E-01   0.101085E-02   0.947492E-03  -0.120956E-02
 15061   0.981696E-01   0.101071E-02   0.947394E-03  -0.120940E-02
 15062   0.981877E-01   0.101060E-02   0.947271E-03  -0.120925E-02
 15063   0.981463E-01   0.101046E-02   0.947173E-03  -0.120910E-02
 15064   0.981644E-01   0.101034E-02   0.947051E-03  -0.120894E-02
 15065   0.981230E-01   0.101021E-02   0.946953E-03  -0.120879E-02
 15066   0.981411E-01   0.101009E-02   0.946831E-03  -0.120863E-02
 15067   0.980997E-01   0.100995E-02   0.946733E-03  -0.120848E-02
 15068   0.981178E-01   0.100984E-02   0.946611E-03  -0.120833E-02
 15069   0.980764E-01   0.100970E-02   0.946513E-03  -0.120817E-02
 15070   0.980945E-01   0.100959E-02   0.946391E-03  -0.120802E-02
 15071   0.980531E-01   0.100945E-02   0.946293E-03  -0.120786E-02
 15072   0.980712E-01   0.100933E-02   0.946171E-03  -0.120771E-02
 15073   0.980298E-01   0.100920E-02   0.946073E-03  -0.120756E-02
 15074   0.980480E-01   0.100908E-02   0.945951E-03  -0.120740E-02
 15075   0.980065E-01   0.100894E-02   0.945854E-03  -0.120725E-02
 15076   0.980247E-01   0.100883E-02   0.945732E-03  -0.120709E-02
 15077   0.979833E-01   0.100869E-02   0.945634E-03  -0.120694E-02
 15078   0.980015E-01   0.100858E-02   0.945512E-03  -0.120679E-02
 15079   0.979600E-01   0.100844E-02   0.945414E-03  -0.120663E-02
 15080   0.979782E-01   0.100833E-02   0.945292E-03  -0.120648E-02
 15081   0.979368E-01   0.100819E-02   0.945195E-03  -0.120633E-02
 15082   0.979550E-01   0.100807E-02   0.945073E-03  -0.120617E-02
 15083   0.979135E-01   0.100794E-02   0.944975E-03  -0.120602E-02
 15084   0.979318E-01   0.100782E-02   0.944854E-03  -0.120587E-02
 15085   0.978903E-01   0.100768E-02   0.944756E-03  -0.120571E-02
 15086   0.979085E-01   0.100757E-02   0.944634E-03  -0.120556E-02
 15087   0.978671E-01   0.100743E-02   0.944537E-03  -0.120541E-02
 15088   0.978853E-01   0.100732E-02   0.944415E-03  -0.120525E-02
 15089   0.978439E-01   0.100718E-02   0.944318E-03  -0.120510E-02
 15090   0.978621E-01   0.100707E-02   0.944196E-03  -0.120495E-02
 15091   0.978207E-01   0.100693E-02   0.944098E-03  -0.120479E-02
 15092   0.978389E-01   0.100682E-02   0.943977E-03  -0.120464E-02
 15093   0.977975E-01   0.100668E-02   0.943879E-03  -0.120449E-02
 15094   0.978157E-01   0.100656E-02   0.943758E-03  -0.120433E-02
 15095   0.977743E-01   0.100643E-02   0.943660E-03  -0.120418E-02
 15096   0.977926E-01   0.100631E-02   0.943539E-03  -0.120403E-02
 15097   0.977511E-01   0.100618E-02   0.943441E-03  -0.120387E-02
 15098   0.977694E-01   0.100606E-02   0.943320E-03  -0.120372E-02
 15099   0.977279E-01   0.100592E-02   0.943223E-03  -0.120357E-02
 15100   0.977462E-01   0.100581E-02   0.943101E-03  -0.120341E-02
 15101   0.977048E-01   0.100567E-02   0.943004E-03  -0.120326E-02
 15102   0.977231E-01   0.100556E-02   0.942882E-03  -0.120311E-02
 15103   0.976816E-01   0.100542E-02   0.942785E-03  -0.120296E-02
 15104   0.976999E-01   0.100531E-02   0.942664E-03  -0.120280E-02
 15105   0.976585E-01   0.100517E-02   0.942566E-03  -0.120265E-02
 15106   0.976768E-01   0.100506E-02   0.942445E-03  -0.120250E-02
 15107   0.976353E-01   0.100492E-02   0.942348E-03  -0.120234E-02
 15108   0.976537E-01   0.100481E-02   0.942226E-03  -0.120219E-02
 15109   0.976122E-01   0.100467E-02   0.942129E-03  -0.120204E-02
 15110   0.976306E-01   0.100456E-02   0.942008E-03  -0.120189E-02
 15111   0.975891E-01   0.100442E-02   0.941911E-03  -0.120173E-02
 15112   0.976074E-01   0.100431E-02   0.941790E-03  -0.120158E-02
 15113   0.975660E-01   0.100417E-02   0.941693E-03  -0.120143E-02
