#    L    TT             EE             TE             PP             TP          
  5099   0.139232E+00   0.386362E-02  -0.377533E-02   0.225709E+05   0.528519E+00
  5100   0.138925E+00   0.385779E-02  -0.377512E-02   0.225639E+05   0.528204E+00
  5101   0.138620E+00   0.385192E-02  -0.377495E-02   0.225568E+05   0.527888E+00
  5102   0.138315E+00   0.384599E-02  -0.377484E-02   0.225498E+05   0.527572E+00
  5103   0.138012E+00   0.384001E-02  -0.377477E-02   0.225428E+05   0.527256E+00
  5104   0.137710E+00   0.383396E-02  -0.377474E-02   0.225358E+05   0.526940E+00
  5105   0.137410E+00   0.382786E-02  -0.377472E-02   0.225288E+05   0.526623E+00
  5106   0.137111E+00   0.382171E-02  -0.377471E-02   0.225218E+05   0.526306E+00
  5107   0.136812E+00   0.381548E-02  -0.377470E-02   0.225148E+05   0.525989E+00
  5108   0.136516E+00   0.380919E-02  -0.377469E-02   0.225078E+05   0.525671E+00
  5109   0.136220E+00   0.380283E-02  -0.377466E-02   0.225009E+05   0.525353E+00
  5110   0.135926E+00   0.379640E-02  -0.377462E-02   0.224939E+05   0.525035E+00
  5111   0.135632E+00   0.378990E-02  -0.377454E-02   0.224869E+05   0.524717E+00
  5112   0.135341E+00   0.378332E-02  -0.377441E-02   0.224799E+05   0.524398E+00
  5113   0.135050E+00   0.377666E-02  -0.377423E-02   0.224729E+05   0.524079E+00
  5114   0.134761E+00   0.376993E-02  -0.377400E-02   0.224660E+05   0.523759E+00
  5115   0.134473E+00   0.376311E-02  -0.377368E-02   0.224590E+05   0.523440E+00
  5116   0.134186E+00   0.375621E-02  -0.377330E-02   0.224520E+05   0.523120E+00
  5117   0.133901E+00   0.374922E-02  -0.377282E-02   0.224451E+05   0.522799E+00
  5118   0.133617E+00   0.374214E-02  -0.377225E-02   0.224381E+05   0.522479E+00
  5119   0.133334E+00   0.373497E-02  -0.377158E-02   0.224312E+05   0.522158E+00
  5120   0.133052E+00   0.372771E-02  -0.377078E-02   0.224242E+05   0.521837E+00
  5121   0.132772E+00   0.372035E-02  -0.376987E-02   0.224173E+05   0.521516E+00
  5122   0.132493E+00   0.371291E-02  -0.376886E-02   0.224104E+05   0.521194E+00
  5123   0.132215E+00   0.370537E-02  -0.376772E-02   0.224034E+05   0.520872E+00
  5124   0.131938E+00   0.369774E-02  -0.376647E-02   0.223965E+05   0.520550E+00
  5125   0.131663E+00   0.369003E-02  -0.376510E-02   0.223895E+05   0.520228E+00
  5126   0.131388E+00   0.368223E-02  -0.376362E-02   0.223826E+05   0.519905E+00
  5127   0.131115E+00   0.367435E-02  -0.376203E-02   0.223757E+05   0.519582E+00
  5128   0.130843E+00   0.366638E-02  -0.376032E-02   0.223688E+05   0.519259E+00
  5129   0.130572E+00   0.365834E-02  -0.375850E-02   0.223619E+05   0.518936E+00
  5130   0.130302E+00   0.365021E-02  -0.375657E-02   0.223550E+05   0.518612E+00
  5131   0.130033E+00   0.364201E-02  -0.375453E-02   0.223480E+05   0.518288E+00
  5132   0.129765E+00   0.363372E-02  -0.375237E-02   0.223411E+05   0.517964E+00
  5133   0.129499E+00   0.362536E-02  -0.375011E-02   0.223342E+05   0.517640E+00
  5134   0.129233E+00   0.361693E-02  -0.374773E-02   0.223273E+05   0.517315E+00
  5135   0.128968E+00   0.360842E-02  -0.374524E-02   0.223204E+05   0.516991E+00
  5136   0.128704E+00   0.359984E-02  -0.374264E-02   0.223135E+05   0.516666E+00
  5137   0.128441E+00   0.359119E-02  -0.373993E-02   0.223067E+05   0.516340E+00
  5138   0.128180E+00   0.358247E-02  -0.373711E-02   0.222998E+05   0.516015E+00
  5139   0.127919E+00   0.357368E-02  -0.373418E-02   0.222929E+05   0.515689E+00
  5140   0.127658E+00   0.356483E-02  -0.373113E-02   0.222860E+05   0.515363E+00
  5141   0.127400E+00   0.355592E-02  -0.372798E-02   0.222791E+05   0.515037E+00
  5142   0.127141E+00   0.354694E-02  -0.372472E-02   0.222723E+05   0.514711E+00
  5143   0.126884E+00   0.353789E-02  -0.372136E-02   0.222654E+05   0.514384E+00
  5144   0.126627E+00   0.352879E-02  -0.371788E-02   0.222585E+05   0.514057E+00
  5145   0.126372E+00   0.351962E-02  -0.371429E-02   0.222517E+05   0.513730E+00
  5146   0.126117E+00   0.351040E-02  -0.371061E-02   0.222448E+05   0.513403E+00
  5147   0.125863E+00   0.350112E-02  -0.370681E-02   0.222380E+05   0.513076E+00
  5148   0.125610E+00   0.349178E-02  -0.370290E-02   0.222311E+05   0.512748E+00
  5149   0.125357E+00   0.348240E-02  -0.369888E-02   0.222243E+05   0.512421E+00
  5150   0.125105E+00   0.347296E-02  -0.369476E-02   0.222174E+05   0.512093E+00
  5151   0.124855E+00   0.346346E-02  -0.369054E-02   0.222106E+05   0.511764E+00
  5152   0.124604E+00   0.345392E-02  -0.368620E-02   0.222037E+05   0.511436E+00
  5153   0.124355E+00   0.344434E-02  -0.368176E-02   0.221969E+05   0.511108E+00
  5154   0.124106E+00   0.343470E-02  -0.367722E-02   0.221901E+05   0.510779E+00
  5155   0.123857E+00   0.342501E-02  -0.367256E-02   0.221833E+05   0.510450E+00
  5156   0.123610E+00   0.341529E-02  -0.366781E-02   0.221764E+05   0.510121E+00
  5157   0.123362E+00   0.340552E-02  -0.366295E-02   0.221696E+05   0.509792E+00
  5158   0.123116E+00   0.339571E-02  -0.365798E-02   0.221628E+05   0.509462E+00
  5159   0.122870E+00   0.338586E-02  -0.365292E-02   0.221560E+05   0.509133E+00
  5160   0.122625E+00   0.337597E-02  -0.364774E-02   0.221492E+05   0.508803E+00
  5161   0.122380E+00   0.336604E-02  -0.364247E-02   0.221424E+05   0.508473E+00
  5162   0.122135E+00   0.335608E-02  -0.363709E-02   0.221356E+05   0.508143E+00
  5163   0.121892E+00   0.334608E-02  -0.363161E-02   0.221288E+05   0.507813E+00
  5164   0.121649E+00   0.333605E-02  -0.362602E-02   0.221220E+05   0.507482E+00
  5165   0.121406E+00   0.332599E-02  -0.362034E-02   0.221152E+05   0.507152E+00
  5166   0.121164E+00   0.331590E-02  -0.361454E-02   0.221084E+05   0.506821E+00
  5167   0.120922E+00   0.330578E-02  -0.360865E-02   0.221016E+05   0.506490E+00
  5168   0.120680E+00   0.329562E-02  -0.360266E-02   0.220948E+05   0.506159E+00
  5169   0.120440E+00   0.328544E-02  -0.359657E-02   0.220880E+05   0.505828E+00
  5170   0.120199E+00   0.327525E-02  -0.359037E-02   0.220813E+05   0.505497E+00
  5171   0.119959E+00   0.326502E-02  -0.358408E-02   0.220745E+05   0.505166E+00
  5172   0.119719E+00   0.325477E-02  -0.357768E-02   0.220677E+05   0.504834E+00
  5173   0.119480E+00   0.324451E-02  -0.357119E-02   0.220610E+05   0.504502E+00
  5174   0.119240E+00   0.323422E-02  -0.356459E-02   0.220542E+05   0.504171E+00
  5175   0.119001E+00   0.322392E-02  -0.355790E-02   0.220474E+05   0.503839E+00
  5176   0.118763E+00   0.321359E-02  -0.355111E-02   0.220407E+05   0.503507E+00
  5177   0.118525E+00   0.320326E-02  -0.354422E-02   0.220339E+05   0.503175E+00
  5178   0.118287E+00   0.319291E-02  -0.353723E-02   0.220272E+05   0.502842E+00
  5179   0.118049E+00   0.318254E-02  -0.353013E-02   0.220204E+05   0.502510E+00
  5180   0.117811E+00   0.317217E-02  -0.352295E-02   0.220137E+05   0.502177E+00
  5181   0.117573E+00   0.316178E-02  -0.351567E-02   0.220070E+05   0.501845E+00
  5182   0.117337E+00   0.315139E-02  -0.350828E-02   0.220002E+05   0.501512E+00
  5183   0.117100E+00   0.314099E-02  -0.350080E-02   0.219935E+05   0.501179E+00
  5184   0.116862E+00   0.313058E-02  -0.349322E-02   0.219868E+05   0.500846E+00
  5185   0.116626E+00   0.312018E-02  -0.348556E-02   0.219800E+05   0.500513E+00
  5186   0.116389E+00   0.310977E-02  -0.347779E-02   0.219733E+05   0.500180E+00
  5187   0.116153E+00   0.309935E-02  -0.346992E-02   0.219666E+05   0.499847E+00
  5188   0.115916E+00   0.308894E-02  -0.346196E-02   0.219599E+05   0.499513E+00
  5189   0.115679E+00   0.307852E-02  -0.345390E-02   0.219532E+05   0.499180E+00
  5190   0.115443E+00   0.306812E-02  -0.344575E-02   0.219465E+05   0.498847E+00
  5191   0.115207E+00   0.305771E-02  -0.343751E-02   0.219398E+05   0.498513E+00
  5192   0.114971E+00   0.304731E-02  -0.342917E-02   0.219331E+05   0.498179E+00
  5193   0.114734E+00   0.303692E-02  -0.342073E-02   0.219264E+05   0.497845E+00
  5194   0.114498E+00   0.302653E-02  -0.341221E-02   0.219197E+05   0.497512E+00
  5195   0.114261E+00   0.301616E-02  -0.340358E-02   0.219130E+05   0.497178E+00
  5196   0.114024E+00   0.300579E-02  -0.339487E-02   0.219063E+05   0.496844E+00
  5197   0.113788E+00   0.299544E-02  -0.338606E-02   0.218996E+05   0.496510E+00
  5198   0.113551E+00   0.298510E-02  -0.337716E-02   0.218929E+05   0.496176E+00
  5199   0.113315E+00   0.297478E-02  -0.336816E-02   0.218863E+05   0.495841E+00
  5200   0.113078E+00   0.296447E-02  -0.335908E-02   0.218796E+05   0.495507E+00
  5201   0.112841E+00   0.295418E-02  -0.334990E-02   0.218729E+05   0.495173E+00
  5202   0.112604E+00   0.294392E-02  -0.334064E-02   0.218662E+05   0.494838E+00
  5203   0.112366E+00   0.293367E-02  -0.333127E-02   0.218596E+05   0.494504E+00
  5204   0.112129E+00   0.292344E-02  -0.332182E-02   0.218529E+05   0.494170E+00
  5205   0.111891E+00   0.291324E-02  -0.331228E-02   0.218463E+05   0.493835E+00
  5206   0.111653E+00   0.290306E-02  -0.330265E-02   0.218396E+05   0.493500E+00
  5207   0.111415E+00   0.289290E-02  -0.329293E-02   0.218330E+05   0.493166E+00
  5208   0.111176E+00   0.288278E-02  -0.328312E-02   0.218263E+05   0.492831E+00
  5209   0.110937E+00   0.287269E-02  -0.327321E-02   0.218197E+05   0.492497E+00
  5210   0.110698E+00   0.286262E-02  -0.326323E-02   0.218130E+05   0.492162E+00
  5211   0.110458E+00   0.285259E-02  -0.325315E-02   0.218064E+05   0.491827E+00
  5212   0.110219E+00   0.284259E-02  -0.324298E-02   0.217997E+05   0.491492E+00
  5213   0.109978E+00   0.283262E-02  -0.323273E-02   0.217931E+05   0.491157E+00
  5214   0.109738E+00   0.282269E-02  -0.322238E-02   0.217865E+05   0.490823E+00
  5215   0.109497E+00   0.281280E-02  -0.321194E-02   0.217799E+05   0.490488E+00
  5216   0.109256E+00   0.280294E-02  -0.320142E-02   0.217732E+05   0.490153E+00
  5217   0.109014E+00   0.279313E-02  -0.319082E-02   0.217666E+05   0.489818E+00
  5218   0.108771E+00   0.278336E-02  -0.318013E-02   0.217600E+05   0.489483E+00
  5219   0.108529E+00   0.277362E-02  -0.316935E-02   0.217534E+05   0.489148E+00
  5220   0.108286E+00   0.276394E-02  -0.315848E-02   0.217468E+05   0.488813E+00
  5221   0.108042E+00   0.275430E-02  -0.314753E-02   0.217402E+05   0.488478E+00
  5222   0.107798E+00   0.274470E-02  -0.313649E-02   0.217336E+05   0.488143E+00
  5223   0.107553E+00   0.273515E-02  -0.312536E-02   0.217270E+05   0.487808E+00
  5224   0.107307E+00   0.272566E-02  -0.311415E-02   0.217204E+05   0.487473E+00
  5225   0.107062E+00   0.271622E-02  -0.310286E-02   0.217138E+05   0.487138E+00
  5226   0.106815E+00   0.270683E-02  -0.309149E-02   0.217072E+05   0.486803E+00
  5227   0.106568E+00   0.269748E-02  -0.308002E-02   0.217006E+05   0.486469E+00
  5228   0.106321E+00   0.268820E-02  -0.306847E-02   0.216940E+05   0.486134E+00
  5229   0.106073E+00   0.267897E-02  -0.305684E-02   0.216875E+05   0.485799E+00
  5230   0.105824E+00   0.266980E-02  -0.304513E-02   0.216809E+05   0.485464E+00
  5231   0.105574E+00   0.266069E-02  -0.303334E-02   0.216743E+05   0.485129E+00
  5232   0.105324E+00   0.265164E-02  -0.302146E-02   0.216677E+05   0.484794E+00
  5233   0.105073E+00   0.264266E-02  -0.300950E-02   0.216612E+05   0.484459E+00
  5234   0.104821E+00   0.263373E-02  -0.299745E-02   0.216546E+05   0.484125E+00
  5235   0.104569E+00   0.262487E-02  -0.298533E-02   0.216480E+05   0.483790E+00
  5236   0.104316E+00   0.261607E-02  -0.297313E-02   0.216415E+05   0.483455E+00
  5237   0.104062E+00   0.260732E-02  -0.296085E-02   0.216349E+05   0.483120E+00
  5238   0.103808E+00   0.259864E-02  -0.294849E-02   0.216284E+05   0.482786E+00
  5239   0.103553E+00   0.259001E-02  -0.293605E-02   0.216218E+05   0.482451E+00
  5240   0.103297E+00   0.258145E-02  -0.292355E-02   0.216153E+05   0.482116E+00
  5241   0.103041E+00   0.257295E-02  -0.291097E-02   0.216088E+05   0.481782E+00
  5242   0.102784E+00   0.256450E-02  -0.289831E-02   0.216022E+05   0.481447E+00
  5243   0.102527E+00   0.255611E-02  -0.288559E-02   0.215957E+05   0.481113E+00
  5244   0.102269E+00   0.254778E-02  -0.287279E-02   0.215892E+05   0.480779E+00
  5245   0.102010E+00   0.253951E-02  -0.285992E-02   0.215826E+05   0.480444E+00
  5246   0.101751E+00   0.253130E-02  -0.284699E-02   0.215761E+05   0.480110E+00
  5247   0.101492E+00   0.252314E-02  -0.283399E-02   0.215696E+05   0.479776E+00
  5248   0.101232E+00   0.251503E-02  -0.282093E-02   0.215631E+05   0.479442E+00
  5249   0.100971E+00   0.250699E-02  -0.280780E-02   0.215565E+05   0.479108E+00
  5250   0.100710E+00   0.249899E-02  -0.279460E-02   0.215500E+05   0.478774E+00
  5251   0.100448E+00   0.249106E-02  -0.278135E-02   0.215435E+05   0.478440E+00
  5252   0.100186E+00   0.248318E-02  -0.276803E-02   0.215370E+05   0.478106E+00
  5253   0.999243E-01   0.247535E-02  -0.275465E-02   0.215305E+05   0.477772E+00
  5254   0.996608E-01   0.246758E-02  -0.274122E-02   0.215240E+05   0.477438E+00
  5255   0.993981E-01   0.245986E-02  -0.272772E-02   0.215175E+05   0.477105E+00
  5256   0.991340E-01   0.245219E-02  -0.271417E-02   0.215110E+05   0.476771E+00
  5257   0.988698E-01   0.244458E-02  -0.270056E-02   0.215045E+05   0.476438E+00
  5258   0.986049E-01   0.243702E-02  -0.268690E-02   0.214981E+05   0.476104E+00
  5259   0.983401E-01   0.242951E-02  -0.267318E-02   0.214916E+05   0.475771E+00
  5260   0.980752E-01   0.242205E-02  -0.265941E-02   0.214851E+05   0.475438E+00
  5261   0.978089E-01   0.241464E-02  -0.264559E-02   0.214786E+05   0.475105E+00
  5262   0.975434E-01   0.240729E-02  -0.263173E-02   0.214722E+05   0.474772E+00
  5263   0.972771E-01   0.239998E-02  -0.261781E-02   0.214657E+05   0.474439E+00
  5264   0.970101E-01   0.239273E-02  -0.260384E-02   0.214592E+05   0.474106E+00
  5265   0.967431E-01   0.238552E-02  -0.258982E-02   0.214528E+05   0.473773E+00
  5266   0.964761E-01   0.237837E-02  -0.257576E-02   0.214463E+05   0.473441E+00
  5267   0.962084E-01   0.237126E-02  -0.256166E-02   0.214398E+05   0.473108E+00
  5268   0.959407E-01   0.236420E-02  -0.254751E-02   0.214334E+05   0.472776E+00
  5269   0.956723E-01   0.235719E-02  -0.253332E-02   0.214269E+05   0.472444E+00
  5270   0.954038E-01   0.235023E-02  -0.251909E-02   0.214205E+05   0.472112E+00
  5271   0.951354E-01   0.234331E-02  -0.250482E-02   0.214140E+05   0.471780E+00
  5272   0.948663E-01   0.233644E-02  -0.249051E-02   0.214076E+05   0.471448E+00
  5273   0.945972E-01   0.232963E-02  -0.247616E-02   0.214012E+05   0.471116E+00
  5274   0.943281E-01   0.232285E-02  -0.246178E-02   0.213947E+05   0.470785E+00
  5275   0.940590E-01   0.231612E-02  -0.244735E-02   0.213883E+05   0.470453E+00
  5276   0.937891E-01   0.230944E-02  -0.243289E-02   0.213819E+05   0.470122E+00
  5277   0.935193E-01   0.230280E-02  -0.241841E-02   0.213754E+05   0.469791E+00
  5278   0.932495E-01   0.229621E-02  -0.240388E-02   0.213690E+05   0.469460E+00
  5279   0.929797E-01   0.228966E-02  -0.238933E-02   0.213626E+05   0.469129E+00
  5280   0.927099E-01   0.228315E-02  -0.237475E-02   0.213562E+05   0.468798E+00
  5281   0.924394E-01   0.227669E-02  -0.236013E-02   0.213498E+05   0.468467E+00
  5282   0.921688E-01   0.227027E-02  -0.234549E-02   0.213434E+05   0.468137E+00
  5283   0.918983E-01   0.226389E-02  -0.233082E-02   0.213369E+05   0.467807E+00
  5284   0.916286E-01   0.225755E-02  -0.231613E-02   0.213305E+05   0.467476E+00
  5285   0.913573E-01   0.225127E-02  -0.230141E-02   0.213241E+05   0.467147E+00
  5286   0.910868E-01   0.224502E-02  -0.228667E-02   0.213177E+05   0.466817E+00
  5287   0.908163E-01   0.223880E-02  -0.227191E-02   0.213114E+05   0.466487E+00
  5288   0.905458E-01   0.223264E-02  -0.225712E-02   0.213050E+05   0.466158E+00
  5289   0.902754E-01   0.222651E-02  -0.224231E-02   0.212986E+05   0.465828E+00
  5290   0.900049E-01   0.222042E-02  -0.222749E-02   0.212922E+05   0.465499E+00
  5291   0.897337E-01   0.221437E-02  -0.221265E-02   0.212858E+05   0.465170E+00
  5292   0.894632E-01   0.220836E-02  -0.219779E-02   0.212794E+05   0.464841E+00
  5293   0.891927E-01   0.220240E-02  -0.218291E-02   0.212730E+05   0.464513E+00
  5294   0.889223E-01   0.219646E-02  -0.216802E-02   0.212667E+05   0.464184E+00
  5295   0.886518E-01   0.219057E-02  -0.215312E-02   0.212603E+05   0.463856E+00
  5296   0.883813E-01   0.218471E-02  -0.213820E-02   0.212539E+05   0.463528E+00
  5297   0.881109E-01   0.217890E-02  -0.212328E-02   0.212476E+05   0.463200E+00
  5298   0.878412E-01   0.217311E-02  -0.210834E-02   0.212412E+05   0.462873E+00
  5299   0.875707E-01   0.216737E-02  -0.209339E-02   0.212349E+05   0.462545E+00
  5300   0.873010E-01   0.216166E-02  -0.207844E-02   0.212285E+05   0.462218E+00
  5301   0.870313E-01   0.215598E-02  -0.206348E-02   0.212222E+05   0.461891E+00
  5302   0.867615E-01   0.215035E-02  -0.204852E-02   0.212158E+05   0.461564E+00
  5303   0.864918E-01   0.214475E-02  -0.203354E-02   0.212095E+05   0.461237E+00
  5304   0.862229E-01   0.213917E-02  -0.201857E-02   0.212031E+05   0.460911E+00
  5305   0.859539E-01   0.213364E-02  -0.200359E-02   0.211968E+05   0.460585E+00
  5306   0.856849E-01   0.212814E-02  -0.198861E-02   0.211904E+05   0.460259E+00
  5307   0.854159E-01   0.212268E-02  -0.197363E-02   0.211841E+05   0.459933E+00
  5308   0.851477E-01   0.211724E-02  -0.195865E-02   0.211778E+05   0.459607E+00
  5309   0.848794E-01   0.211184E-02  -0.194368E-02   0.211715E+05   0.459282E+00
  5310   0.846119E-01   0.210647E-02  -0.192871E-02   0.211651E+05   0.458957E+00
  5311   0.843437E-01   0.210114E-02  -0.191374E-02   0.211588E+05   0.458632E+00
  5312   0.840761E-01   0.209583E-02  -0.189877E-02   0.211525E+05   0.458307E+00
  5313   0.838094E-01   0.209056E-02  -0.188382E-02   0.211462E+05   0.457983E+00
  5314   0.835426E-01   0.208532E-02  -0.186887E-02   0.211399E+05   0.457659E+00
  5315   0.832758E-01   0.208011E-02  -0.185394E-02   0.211336E+05   0.457335E+00
  5316   0.830097E-01   0.207492E-02  -0.183900E-02   0.211273E+05   0.457011E+00
  5317   0.827437E-01   0.206977E-02  -0.182409E-02   0.211210E+05   0.456688E+00
  5318   0.824784E-01   0.206465E-02  -0.180918E-02   0.211147E+05   0.456364E+00
  5319   0.822138E-01   0.205955E-02  -0.179428E-02   0.211084E+05   0.456041E+00
  5320   0.819484E-01   0.205448E-02  -0.177940E-02   0.211021E+05   0.455719E+00
  5321   0.816846E-01   0.204944E-02  -0.176454E-02   0.210958E+05   0.455396E+00
  5322   0.814207E-01   0.204443E-02  -0.174969E-02   0.210895E+05   0.455074E+00
  5323   0.811568E-01   0.203945E-02  -0.173487E-02   0.210832E+05   0.454752E+00
  5324   0.808937E-01   0.203449E-02  -0.172005E-02   0.210769E+05   0.454430E+00
  5325   0.806312E-01   0.202957E-02  -0.170526E-02   0.210707E+05   0.454109E+00
  5326   0.803688E-01   0.202466E-02  -0.169049E-02   0.210644E+05   0.453788E+00
  5327   0.801071E-01   0.201978E-02  -0.167574E-02   0.210581E+05   0.453467E+00
  5328   0.798454E-01   0.201493E-02  -0.166102E-02   0.210518E+05   0.453146E+00
  5329   0.795852E-01   0.201010E-02  -0.164632E-02   0.210456E+05   0.452826E+00
  5330   0.793249E-01   0.200530E-02  -0.163164E-02   0.210393E+05   0.452506E+00
  5331   0.790647E-01   0.200052E-02  -0.161700E-02   0.210331E+05   0.452186E+00
  5332   0.788059E-01   0.199576E-02  -0.160237E-02   0.210268E+05   0.451867E+00
  5333   0.785471E-01   0.199103E-02  -0.158778E-02   0.210205E+05   0.451547E+00
  5334   0.782890E-01   0.198632E-02  -0.157322E-02   0.210143E+05   0.451228E+00
  5335   0.780309E-01   0.198164E-02  -0.155869E-02   0.210080E+05   0.450910E+00
  5336   0.777743E-01   0.197697E-02  -0.154419E-02   0.210018E+05   0.450591E+00
  5337   0.775177E-01   0.197233E-02  -0.152972E-02   0.209956E+05   0.450273E+00
  5338   0.772618E-01   0.196771E-02  -0.151529E-02   0.209893E+05   0.449956E+00
  5339   0.770066E-01   0.196311E-02  -0.150089E-02   0.209831E+05   0.449638E+00
  5340   0.767522E-01   0.195853E-02  -0.148654E-02   0.209769E+05   0.449321E+00
  5341   0.764985E-01   0.195397E-02  -0.147221E-02   0.209706E+05   0.449004E+00
  5342   0.762447E-01   0.194944E-02  -0.145793E-02   0.209644E+05   0.448688E+00
  5343   0.759924E-01   0.194492E-02  -0.144368E-02   0.209582E+05   0.448371E+00
  5344   0.757402E-01   0.194042E-02  -0.142949E-02   0.209520E+05   0.448055E+00
  5345   0.754893E-01   0.193593E-02  -0.141532E-02   0.209457E+05   0.447740E+00
  5346   0.752385E-01   0.193147E-02  -0.140121E-02   0.209395E+05   0.447425E+00
  5347   0.749884E-01   0.192703E-02  -0.138714E-02   0.209333E+05   0.447110E+00
  5348   0.747397E-01   0.192260E-02  -0.137310E-02   0.209271E+05   0.446795E+00
  5349   0.744911E-01   0.191819E-02  -0.135913E-02   0.209209E+05   0.446481E+00
  5350   0.742434E-01   0.191380E-02  -0.134519E-02   0.209147E+05   0.446167E+00
  5351   0.739966E-01   0.190942E-02  -0.133131E-02   0.209085E+05   0.445853E+00
  5352   0.737504E-01   0.190506E-02  -0.131748E-02   0.209023E+05   0.445540E+00
  5353   0.735052E-01   0.190072E-02  -0.130370E-02   0.208961E+05   0.445227E+00
  5354   0.732606E-01   0.189639E-02  -0.128996E-02   0.208899E+05   0.444914E+00
  5355   0.730169E-01   0.189208E-02  -0.127629E-02   0.208837E+05   0.444602E+00
  5356   0.727741E-01   0.188777E-02  -0.126266E-02   0.208775E+05   0.444290E+00
  5357   0.725320E-01   0.188349E-02  -0.124910E-02   0.208714E+05   0.443978E+00
  5358   0.722908E-01   0.187922E-02  -0.123558E-02   0.208652E+05   0.443667E+00
  5359   0.720505E-01   0.187496E-02  -0.122213E-02   0.208590E+05   0.443356E+00
  5360   0.718110E-01   0.187071E-02  -0.120874E-02   0.208528E+05   0.443046E+00
  5361   0.715725E-01   0.186648E-02  -0.119540E-02   0.208467E+05   0.442736E+00
  5362   0.713348E-01   0.186226E-02  -0.118213E-02   0.208405E+05   0.442426E+00
  5363   0.710980E-01   0.185805E-02  -0.116892E-02   0.208343E+05   0.442116E+00
  5364   0.708622E-01   0.185385E-02  -0.115576E-02   0.208282E+05   0.441807E+00
  5365   0.706273E-01   0.184966E-02  -0.114268E-02   0.208220E+05   0.441499E+00
  5366   0.703934E-01   0.184549E-02  -0.112967E-02   0.208159E+05   0.441190E+00
  5367   0.701604E-01   0.184132E-02  -0.111671E-02   0.208097E+05   0.440882E+00
  5368   0.699284E-01   0.183717E-02  -0.110383E-02   0.208036E+05   0.440575E+00
  5369   0.696974E-01   0.183303E-02  -0.109101E-02   0.207974E+05   0.440267E+00
  5370   0.694674E-01   0.182888E-02  -0.107827E-02   0.207913E+05   0.439961E+00
  5371   0.692384E-01   0.182476E-02  -0.106560E-02   0.207851E+05   0.439654E+00
  5372   0.690104E-01   0.182064E-02  -0.105299E-02   0.207790E+05   0.439348E+00
  5373   0.687834E-01   0.181653E-02  -0.104046E-02   0.207728E+05   0.439042E+00
  5374   0.685576E-01   0.181242E-02  -0.102801E-02   0.207667E+05   0.438737E+00
  5375   0.683328E-01   0.180832E-02  -0.101563E-02   0.207606E+05   0.438432E+00
  5376   0.681090E-01   0.180423E-02  -0.100333E-02   0.207545E+05   0.438128E+00
  5377   0.678863E-01   0.180015E-02  -0.991104E-03   0.207483E+05   0.437824E+00
  5378   0.676647E-01   0.179607E-02  -0.978960E-03   0.207422E+05   0.437520E+00
  5379   0.674443E-01   0.179200E-02  -0.966888E-03   0.207361E+05   0.437217E+00
  5380   0.672250E-01   0.178793E-02  -0.954909E-03   0.207300E+05   0.436914E+00
  5381   0.670068E-01   0.178387E-02  -0.943003E-03   0.207239E+05   0.436611E+00
  5382   0.667897E-01   0.177981E-02  -0.931184E-03   0.207178E+05   0.436309E+00
  5383   0.665738E-01   0.177576E-02  -0.919451E-03   0.207117E+05   0.436008E+00
  5384   0.663591E-01   0.177171E-02  -0.907799E-03   0.207056E+05   0.435706E+00
  5385   0.661456E-01   0.176766E-02  -0.896240E-03   0.206995E+05   0.435406E+00
  5386   0.659333E-01   0.176362E-02  -0.884762E-03   0.206934E+05   0.435105E+00
  5387   0.657222E-01   0.175958E-02  -0.873378E-03   0.206873E+05   0.434805E+00
  5388   0.655123E-01   0.175554E-02  -0.862082E-03   0.206812E+05   0.434506E+00
  5389   0.653036E-01   0.175150E-02  -0.850874E-03   0.206751E+05   0.434207E+00
  5390   0.650962E-01   0.174746E-02  -0.839760E-03   0.206690E+05   0.433908E+00
  5391   0.648901E-01   0.174343E-02  -0.828741E-03   0.206629E+05   0.433610E+00
  5392   0.646852E-01   0.173940E-02  -0.817818E-03   0.206568E+05   0.433312E+00
  5393   0.644816E-01   0.173536E-02  -0.806990E-03   0.206508E+05   0.433015E+00
  5394   0.642793E-01   0.173133E-02  -0.796257E-03   0.206447E+05   0.432718E+00
  5395   0.640784E-01   0.172729E-02  -0.785619E-03   0.206386E+05   0.432421E+00
  5396   0.638786E-01   0.172326E-02  -0.775085E-03   0.206325E+05   0.432125E+00
  5397   0.636804E-01   0.171922E-02  -0.764646E-03   0.206265E+05   0.431830E+00
  5398   0.634834E-01   0.171518E-02  -0.754311E-03   0.206204E+05   0.431535E+00
  5399   0.632878E-01   0.171114E-02  -0.744078E-03   0.206144E+05   0.431240E+00
  5400   0.630936E-01   0.170710E-02  -0.733949E-03   0.206083E+05   0.430946E+00
  5401   0.629199E-01   0.170402E-02  -0.735466E-03   0.206022E+05   0.430652E+00
  5402   0.627467E-01   0.170094E-02  -0.736964E-03   0.205962E+05   0.430359E+00
  5403   0.625741E-01   0.169786E-02  -0.738445E-03   0.205901E+05   0.430066E+00
  5404   0.624020E-01   0.169479E-02  -0.739908E-03   0.205841E+05   0.429774E+00
  5405   0.622304E-01   0.169171E-02  -0.741354E-03   0.205781E+05   0.429482E+00
  5406   0.620593E-01   0.168864E-02  -0.742781E-03   0.205720E+05   0.429191E+00
  5407   0.618887E-01   0.168557E-02  -0.744191E-03   0.205660E+05   0.428900E+00
  5408   0.617187E-01   0.168250E-02  -0.745583E-03   0.205599E+05   0.428609E+00
