#    L    TT             EE             TE             PP             TP          
  5409   0.615491E-01   0.167943E-02  -0.746958E-03   0.205539E+05   0.428319E+00
  5410   0.613801E-01   0.167637E-02  -0.748315E-03   0.205479E+05   0.428030E+00
  5411   0.612116E-01   0.167330E-02  -0.749654E-03   0.205419E+05   0.427741E+00
  5412   0.610436E-01   0.167024E-02  -0.750977E-03   0.205358E+05   0.427452E+00
  5413   0.608761E-01   0.166718E-02  -0.752281E-03   0.205298E+05   0.427164E+00
  5414   0.607091E-01   0.166412E-02  -0.753569E-03   0.205238E+05   0.426876E+00
  5415   0.605426E-01   0.166107E-02  -0.754838E-03   0.205178E+05   0.426589E+00
  5416   0.603766E-01   0.165801E-02  -0.756091E-03   0.205118E+05   0.426302E+00
  5417   0.602112E-01   0.165496E-02  -0.757326E-03   0.205058E+05   0.426015E+00
  5418   0.600462E-01   0.165191E-02  -0.758545E-03   0.204998E+05   0.425730E+00
  5419   0.598817E-01   0.164886E-02  -0.759746E-03   0.204938E+05   0.425444E+00
  5420   0.597178E-01   0.164581E-02  -0.760929E-03   0.204878E+05   0.425159E+00
  5421   0.595543E-01   0.164276E-02  -0.762096E-03   0.204818E+05   0.424874E+00
  5422   0.593914E-01   0.163972E-02  -0.763246E-03   0.204758E+05   0.424590E+00
  5423   0.592290E-01   0.163668E-02  -0.764378E-03   0.204698E+05   0.424307E+00
  5424   0.590670E-01   0.163363E-02  -0.765494E-03   0.204638E+05   0.424023E+00
  5425   0.589056E-01   0.163060E-02  -0.766593E-03   0.204578E+05   0.423740E+00
  5426   0.587446E-01   0.162756E-02  -0.767675E-03   0.204518E+05   0.423458E+00
  5427   0.585842E-01   0.162452E-02  -0.768739E-03   0.204458E+05   0.423176E+00
  5428   0.584242E-01   0.162149E-02  -0.769788E-03   0.204399E+05   0.422895E+00
  5429   0.582648E-01   0.161846E-02  -0.770819E-03   0.204339E+05   0.422614E+00
  5430   0.581058E-01   0.161543E-02  -0.771834E-03   0.204279E+05   0.422333E+00
  5431   0.579473E-01   0.161240E-02  -0.772832E-03   0.204219E+05   0.422053E+00
  5432   0.577894E-01   0.160937E-02  -0.773813E-03   0.204160E+05   0.421773E+00
  5433   0.576319E-01   0.160635E-02  -0.774778E-03   0.204100E+05   0.421494E+00
  5434   0.574749E-01   0.160333E-02  -0.775726E-03   0.204041E+05   0.421215E+00
  5435   0.573184E-01   0.160031E-02  -0.776657E-03   0.203981E+05   0.420937E+00
  5436   0.571624E-01   0.159729E-02  -0.777572E-03   0.203921E+05   0.420659E+00
  5437   0.570069E-01   0.159427E-02  -0.778471E-03   0.203862E+05   0.420381E+00
  5438   0.568519E-01   0.159126E-02  -0.779353E-03   0.203802E+05   0.420104E+00
  5439   0.566973E-01   0.158824E-02  -0.780219E-03   0.203743E+05   0.419828E+00
  5440   0.565433E-01   0.158523E-02  -0.781069E-03   0.203683E+05   0.419551E+00
  5441   0.563897E-01   0.158222E-02  -0.781902E-03   0.203624E+05   0.419276E+00
  5442   0.562366E-01   0.157922E-02  -0.782719E-03   0.203565E+05   0.419000E+00
  5443   0.560840E-01   0.157621E-02  -0.783520E-03   0.203505E+05   0.418725E+00
  5444   0.559319E-01   0.157321E-02  -0.784305E-03   0.203446E+05   0.418451E+00
  5445   0.557803E-01   0.157020E-02  -0.785073E-03   0.203387E+05   0.418177E+00
  5446   0.556291E-01   0.156720E-02  -0.785826E-03   0.203327E+05   0.417903E+00
  5447   0.554784E-01   0.156421E-02  -0.786562E-03   0.203268E+05   0.417630E+00
  5448   0.553282E-01   0.156121E-02  -0.787283E-03   0.203209E+05   0.417357E+00
  5449   0.551785E-01   0.155821E-02  -0.787987E-03   0.203150E+05   0.417085E+00
  5450   0.550293E-01   0.155522E-02  -0.788676E-03   0.203091E+05   0.416813E+00
  5451   0.548805E-01   0.155223E-02  -0.789349E-03   0.203031E+05   0.416542E+00
  5452   0.547323E-01   0.154924E-02  -0.790006E-03   0.202972E+05   0.416271E+00
  5453   0.545844E-01   0.154626E-02  -0.790647E-03   0.202913E+05   0.416000E+00
  5454   0.544371E-01   0.154327E-02  -0.791272E-03   0.202854E+05   0.415730E+00
  5455   0.542903E-01   0.154029E-02  -0.791882E-03   0.202795E+05   0.415460E+00
  5456   0.541439E-01   0.153731E-02  -0.792476E-03   0.202736E+05   0.415191E+00
  5457   0.539980E-01   0.153433E-02  -0.793055E-03   0.202677E+05   0.414922E+00
  5458   0.538525E-01   0.153135E-02  -0.793617E-03   0.202618E+05   0.414653E+00
  5459   0.537075E-01   0.152837E-02  -0.794165E-03   0.202559E+05   0.414385E+00
  5460   0.535630E-01   0.152540E-02  -0.794696E-03   0.202500E+05   0.414117E+00
  5461   0.534190E-01   0.152243E-02  -0.795213E-03   0.202442E+05   0.413850E+00
  5462   0.532754E-01   0.151946E-02  -0.795714E-03   0.202383E+05   0.413583E+00
  5463   0.531323E-01   0.151649E-02  -0.796199E-03   0.202324E+05   0.413317E+00
  5464   0.529897E-01   0.151353E-02  -0.796669E-03   0.202265E+05   0.413051E+00
  5465   0.528475E-01   0.151056E-02  -0.797124E-03   0.202206E+05   0.412785E+00
  5466   0.527058E-01   0.150760E-02  -0.797564E-03   0.202148E+05   0.412520E+00
  5467   0.525646E-01   0.150464E-02  -0.797988E-03   0.202089E+05   0.412256E+00
  5468   0.524238E-01   0.150168E-02  -0.798398E-03   0.202030E+05   0.411991E+00
  5469   0.522835E-01   0.149873E-02  -0.798792E-03   0.201972E+05   0.411727E+00
  5470   0.521436E-01   0.149577E-02  -0.799171E-03   0.201913E+05   0.411464E+00
  5471   0.520042E-01   0.149282E-02  -0.799535E-03   0.201855E+05   0.411201E+00
  5472   0.518653E-01   0.148987E-02  -0.799884E-03   0.201796E+05   0.410938E+00
  5473   0.517268E-01   0.148692E-02  -0.800218E-03   0.201737E+05   0.410676E+00
  5474   0.515888E-01   0.148398E-02  -0.800537E-03   0.201679E+05   0.410414E+00
  5475   0.514512E-01   0.148103E-02  -0.800841E-03   0.201620E+05   0.410153E+00
  5476   0.513141E-01   0.147809E-02  -0.801131E-03   0.201562E+05   0.409892E+00
  5477   0.511775E-01   0.147515E-02  -0.801405E-03   0.201504E+05   0.409631E+00
  5478   0.510413E-01   0.147221E-02  -0.801665E-03   0.201445E+05   0.409371E+00
  5479   0.509055E-01   0.146928E-02  -0.801910E-03   0.201387E+05   0.409111E+00
  5480   0.507702E-01   0.146634E-02  -0.802141E-03   0.201329E+05   0.408852E+00
  5481   0.506354E-01   0.146341E-02  -0.802357E-03   0.201270E+05   0.408593E+00
  5482   0.505010E-01   0.146048E-02  -0.802558E-03   0.201212E+05   0.408334E+00
  5483   0.503670E-01   0.145755E-02  -0.802745E-03   0.201154E+05   0.408076E+00
  5484   0.502335E-01   0.145463E-02  -0.802917E-03   0.201095E+05   0.407818E+00
  5485   0.501005E-01   0.145170E-02  -0.803074E-03   0.201037E+05   0.407561E+00
  5486   0.499679E-01   0.144878E-02  -0.803218E-03   0.200979E+05   0.407304E+00
  5487   0.498357E-01   0.144586E-02  -0.803346E-03   0.200921E+05   0.407047E+00
  5488   0.497040E-01   0.144295E-02  -0.803461E-03   0.200863E+05   0.406791E+00
  5489   0.495727E-01   0.144003E-02  -0.803561E-03   0.200805E+05   0.406535E+00
  5490   0.494419E-01   0.143712E-02  -0.803647E-03   0.200747E+05   0.406280E+00
  5491   0.493115E-01   0.143420E-02  -0.803719E-03   0.200689E+05   0.406025E+00
  5492   0.491816E-01   0.143129E-02  -0.803776E-03   0.200631E+05   0.405771E+00
  5493   0.490521E-01   0.142839E-02  -0.803820E-03   0.200573E+05   0.405516E+00
  5494   0.489230E-01   0.142548E-02  -0.803849E-03   0.200515E+05   0.405263E+00
  5495   0.487944E-01   0.142258E-02  -0.803864E-03   0.200457E+05   0.405009E+00
  5496   0.486662E-01   0.141968E-02  -0.803865E-03   0.200399E+05   0.404756E+00
  5497   0.485385E-01   0.141678E-02  -0.803853E-03   0.200341E+05   0.404504E+00
  5498   0.484112E-01   0.141388E-02  -0.803826E-03   0.200283E+05   0.404251E+00
  5499   0.482843E-01   0.141098E-02  -0.803785E-03   0.200225E+05   0.404000E+00
  5500   0.481579E-01   0.140809E-02  -0.803731E-03   0.200168E+05   0.403748E+00
  5501   0.480319E-01   0.140520E-02  -0.803663E-03   0.200110E+05   0.403497E+00
  5502   0.479063E-01   0.140231E-02  -0.803581E-03   0.200052E+05   0.403247E+00
  5503   0.477812E-01   0.139942E-02  -0.803485E-03   0.199994E+05   0.402996E+00
  5504   0.476565E-01   0.139654E-02  -0.803375E-03   0.199937E+05   0.402747E+00
  5505   0.475322E-01   0.139366E-02  -0.803252E-03   0.199879E+05   0.402497E+00
  5506   0.474083E-01   0.139078E-02  -0.803115E-03   0.199821E+05   0.402248E+00
  5507   0.472849E-01   0.138790E-02  -0.802965E-03   0.199764E+05   0.401999E+00
  5508   0.471619E-01   0.138502E-02  -0.802801E-03   0.199706E+05   0.401751E+00
  5509   0.470394E-01   0.138215E-02  -0.802624E-03   0.199649E+05   0.401503E+00
  5510   0.469172E-01   0.137927E-02  -0.802433E-03   0.199591E+05   0.401256E+00
  5511   0.467955E-01   0.137640E-02  -0.802229E-03   0.199534E+05   0.401009E+00
  5512   0.466742E-01   0.137354E-02  -0.802012E-03   0.199476E+05   0.400762E+00
  5513   0.465534E-01   0.137067E-02  -0.801781E-03   0.199419E+05   0.400516E+00
  5514   0.464329E-01   0.136781E-02  -0.801537E-03   0.199361E+05   0.400270E+00
  5515   0.463129E-01   0.136494E-02  -0.801279E-03   0.199304E+05   0.400024E+00
  5516   0.461933E-01   0.136209E-02  -0.801009E-03   0.199246E+05   0.399779E+00
  5517   0.460741E-01   0.135923E-02  -0.800725E-03   0.199189E+05   0.399534E+00
  5518   0.459554E-01   0.135637E-02  -0.800428E-03   0.199132E+05   0.399289E+00
  5519   0.458370E-01   0.135352E-02  -0.800118E-03   0.199075E+05   0.399045E+00
  5520   0.457191E-01   0.135067E-02  -0.799795E-03   0.199017E+05   0.398802E+00
  5521   0.456016E-01   0.134782E-02  -0.799459E-03   0.198960E+05   0.398558E+00
  5522   0.454845E-01   0.134497E-02  -0.799110E-03   0.198903E+05   0.398315E+00
  5523   0.453678E-01   0.134213E-02  -0.798749E-03   0.198846E+05   0.398073E+00
  5524   0.452516E-01   0.133929E-02  -0.798374E-03   0.198789E+05   0.397831E+00
  5525   0.451357E-01   0.133645E-02  -0.797986E-03   0.198731E+05   0.397589E+00
  5526   0.450203E-01   0.133361E-02  -0.797586E-03   0.198674E+05   0.397347E+00
  5527   0.449053E-01   0.133077E-02  -0.797173E-03   0.198617E+05   0.397106E+00
  5528   0.447906E-01   0.132794E-02  -0.796747E-03   0.198560E+05   0.396866E+00
  5529   0.446764E-01   0.132511E-02  -0.796309E-03   0.198503E+05   0.396625E+00
  5530   0.445626E-01   0.132228E-02  -0.795858E-03   0.198446E+05   0.396385E+00
  5531   0.444492E-01   0.131945E-02  -0.795394E-03   0.198389E+05   0.396146E+00
  5532   0.443363E-01   0.131663E-02  -0.794918E-03   0.198332E+05   0.395907E+00
  5533   0.442237E-01   0.131380E-02  -0.794430E-03   0.198275E+05   0.395668E+00
  5534   0.441115E-01   0.131098E-02  -0.793929E-03   0.198219E+05   0.395429E+00
  5535   0.439998E-01   0.130816E-02  -0.793415E-03   0.198162E+05   0.395191E+00
  5536   0.438884E-01   0.130535E-02  -0.792889E-03   0.198105E+05   0.394954E+00
  5537   0.437774E-01   0.130253E-02  -0.792351E-03   0.198048E+05   0.394716E+00
  5538   0.436669E-01   0.129972E-02  -0.791800E-03   0.197991E+05   0.394479E+00
  5539   0.435567E-01   0.129691E-02  -0.791238E-03   0.197934E+05   0.394243E+00
  5540   0.434470E-01   0.129411E-02  -0.790663E-03   0.197878E+05   0.394006E+00
  5541   0.433376E-01   0.129130E-02  -0.790075E-03   0.197821E+05   0.393770E+00
  5542   0.432287E-01   0.128850E-02  -0.789476E-03   0.197764E+05   0.393535E+00
  5543   0.431201E-01   0.128570E-02  -0.788865E-03   0.197708E+05   0.393300E+00
  5544   0.430119E-01   0.128290E-02  -0.788241E-03   0.197651E+05   0.393065E+00
  5545   0.429042E-01   0.128010E-02  -0.787606E-03   0.197595E+05   0.392830E+00
  5546   0.427968E-01   0.127731E-02  -0.786959E-03   0.197538E+05   0.392596E+00
  5547   0.426898E-01   0.127452E-02  -0.786299E-03   0.197481E+05   0.392362E+00
  5548   0.425832E-01   0.127173E-02  -0.785628E-03   0.197425E+05   0.392129E+00
  5549   0.424770E-01   0.126894E-02  -0.784945E-03   0.197368E+05   0.391896E+00
  5550   0.423712E-01   0.126616E-02  -0.784250E-03   0.197312E+05   0.391663E+00
  5551   0.422658E-01   0.126337E-02  -0.783544E-03   0.197256E+05   0.391431E+00
  5552   0.421608E-01   0.126059E-02  -0.782825E-03   0.197199E+05   0.391199E+00
  5553   0.420562E-01   0.125782E-02  -0.782095E-03   0.197143E+05   0.390968E+00
  5554   0.419519E-01   0.125504E-02  -0.781354E-03   0.197086E+05   0.390736E+00
  5555   0.418481E-01   0.125227E-02  -0.780600E-03   0.197030E+05   0.390505E+00
  5556   0.417446E-01   0.124950E-02  -0.779836E-03   0.196974E+05   0.390275E+00
  5557   0.416415E-01   0.124673E-02  -0.779059E-03   0.196917E+05   0.390045E+00
  5558   0.415388E-01   0.124396E-02  -0.778272E-03   0.196861E+05   0.389815E+00
  5559   0.414365E-01   0.124120E-02  -0.777472E-03   0.196805E+05   0.389585E+00
  5560   0.413346E-01   0.123843E-02  -0.776662E-03   0.196749E+05   0.389356E+00
  5561   0.412330E-01   0.123567E-02  -0.775840E-03   0.196693E+05   0.389127E+00
  5562   0.411318E-01   0.123292E-02  -0.775007E-03   0.196636E+05   0.388899E+00
  5563   0.410311E-01   0.123016E-02  -0.774162E-03   0.196580E+05   0.388671E+00
  5564   0.409306E-01   0.122741E-02  -0.773306E-03   0.196524E+05   0.388443E+00
  5565   0.408306E-01   0.122466E-02  -0.772440E-03   0.196468E+05   0.388216E+00
  5566   0.407310E-01   0.122191E-02  -0.771561E-03   0.196412E+05   0.387989E+00
  5567   0.406317E-01   0.121916E-02  -0.770672E-03   0.196356E+05   0.387762E+00
  5568   0.405328E-01   0.121642E-02  -0.769772E-03   0.196300E+05   0.387536E+00
  5569   0.404343E-01   0.121368E-02  -0.768861E-03   0.196244E+05   0.387310E+00
  5570   0.403361E-01   0.121094E-02  -0.767939E-03   0.196188E+05   0.387084E+00
  5571   0.402383E-01   0.120820E-02  -0.767005E-03   0.196132E+05   0.386859E+00
  5572   0.401409E-01   0.120547E-02  -0.766061E-03   0.196076E+05   0.386634E+00
  5573   0.400439E-01   0.120274E-02  -0.765107E-03   0.196021E+05   0.386409E+00
  5574   0.399472E-01   0.120001E-02  -0.764141E-03   0.195965E+05   0.386185E+00
  5575   0.398509E-01   0.119728E-02  -0.763164E-03   0.195909E+05   0.385961E+00
  5576   0.397550E-01   0.119455E-02  -0.762177E-03   0.195853E+05   0.385737E+00
  5577   0.396594E-01   0.119183E-02  -0.761179E-03   0.195797E+05   0.385514E+00
  5578   0.395643E-01   0.118911E-02  -0.760171E-03   0.195742E+05   0.385291E+00
  5579   0.394694E-01   0.118639E-02  -0.759151E-03   0.195686E+05   0.385068E+00
  5580   0.393750E-01   0.118368E-02  -0.758122E-03   0.195630E+05   0.384846E+00
  5581   0.392809E-01   0.118096E-02  -0.757081E-03   0.195575E+05   0.384624E+00
  5582   0.391871E-01   0.117825E-02  -0.756031E-03   0.195519E+05   0.384402E+00
  5583   0.390938E-01   0.117555E-02  -0.754969E-03   0.195463E+05   0.384181E+00
  5584   0.390008E-01   0.117284E-02  -0.753898E-03   0.195408E+05   0.383960E+00
  5585   0.389081E-01   0.117014E-02  -0.752816E-03   0.195352E+05   0.383740E+00
  5586   0.388159E-01   0.116743E-02  -0.751724E-03   0.195297E+05   0.383519E+00
  5587   0.387239E-01   0.116474E-02  -0.750621E-03   0.195241E+05   0.383299E+00
  5588   0.386324E-01   0.116204E-02  -0.749508E-03   0.195186E+05   0.383080E+00
  5589   0.385412E-01   0.115935E-02  -0.748385E-03   0.195130E+05   0.382860E+00
  5590   0.384503E-01   0.115665E-02  -0.747252E-03   0.195075E+05   0.382641E+00
  5591   0.383598E-01   0.115396E-02  -0.746109E-03   0.195019E+05   0.382423E+00
  5592   0.382697E-01   0.115128E-02  -0.744955E-03   0.194964E+05   0.382205E+00
  5593   0.381799E-01   0.114859E-02  -0.743792E-03   0.194909E+05   0.381987E+00
  5594   0.380905E-01   0.114591E-02  -0.742619E-03   0.194853E+05   0.381769E+00
  5595   0.380014E-01   0.114323E-02  -0.741435E-03   0.194798E+05   0.381552E+00
  5596   0.379127E-01   0.114055E-02  -0.740242E-03   0.194743E+05   0.381335E+00
  5597   0.378243E-01   0.113788E-02  -0.739039E-03   0.194688E+05   0.381118E+00
  5598   0.377363E-01   0.113521E-02  -0.737826E-03   0.194632E+05   0.380902E+00
  5599   0.376486E-01   0.113254E-02  -0.736603E-03   0.194577E+05   0.380686E+00
  5600   0.375613E-01   0.112987E-02  -0.735371E-03   0.194522E+05   0.380470E+00
  5601   0.374743E-01   0.112720E-02  -0.734129E-03   0.194467E+05   0.380254E+00
  5602   0.373877E-01   0.112454E-02  -0.732877E-03   0.194412E+05   0.380039E+00
  5603   0.373014E-01   0.112188E-02  -0.731615E-03   0.194357E+05   0.379825E+00
  5604   0.372154E-01   0.111922E-02  -0.730344E-03   0.194302E+05   0.379610E+00
  5605   0.371298E-01   0.111657E-02  -0.729064E-03   0.194246E+05   0.379396E+00
  5606   0.370446E-01   0.111392E-02  -0.727773E-03   0.194191E+05   0.379182E+00
  5607   0.369597E-01   0.111126E-02  -0.726474E-03   0.194136E+05   0.378969E+00
  5608   0.368751E-01   0.110862E-02  -0.725165E-03   0.194081E+05   0.378756E+00
  5609   0.367909E-01   0.110597E-02  -0.723847E-03   0.194027E+05   0.378543E+00
  5610   0.367070E-01   0.110333E-02  -0.722519E-03   0.193972E+05   0.378330E+00
  5611   0.366234E-01   0.110069E-02  -0.721182E-03   0.193917E+05   0.378118E+00
  5612   0.365402E-01   0.109805E-02  -0.719836E-03   0.193862E+05   0.377906E+00
  5613   0.364573E-01   0.109541E-02  -0.718480E-03   0.193807E+05   0.377695E+00
  5614   0.363748E-01   0.109278E-02  -0.717116E-03   0.193752E+05   0.377483E+00
  5615   0.362926E-01   0.109015E-02  -0.715742E-03   0.193697E+05   0.377272E+00
  5616   0.362107E-01   0.108752E-02  -0.714359E-03   0.193643E+05   0.377062E+00
  5617   0.361292E-01   0.108490E-02  -0.712967E-03   0.193588E+05   0.376851E+00
  5618   0.360480E-01   0.108227E-02  -0.711566E-03   0.193533E+05   0.376641E+00
  5619   0.359671E-01   0.107965E-02  -0.710157E-03   0.193479E+05   0.376432E+00
  5620   0.358865E-01   0.107703E-02  -0.708738E-03   0.193424E+05   0.376222E+00
  5621   0.358063E-01   0.107442E-02  -0.707310E-03   0.193369E+05   0.376013E+00
  5622   0.357264E-01   0.107181E-02  -0.705874E-03   0.193315E+05   0.375804E+00
  5623   0.356469E-01   0.106920E-02  -0.704428E-03   0.193260E+05   0.375596E+00
  5624   0.355677E-01   0.106659E-02  -0.702974E-03   0.193205E+05   0.375388E+00
  5625   0.354888E-01   0.106398E-02  -0.701512E-03   0.193151E+05   0.375180E+00
  5626   0.354102E-01   0.106138E-02  -0.700040E-03   0.193096E+05   0.374972E+00
  5627   0.353319E-01   0.105878E-02  -0.698560E-03   0.193042E+05   0.374765E+00
  5628   0.352540E-01   0.105618E-02  -0.697071E-03   0.192987E+05   0.374558E+00
  5629   0.351764E-01   0.105359E-02  -0.695574E-03   0.192933E+05   0.374351E+00
  5630   0.350991E-01   0.105099E-02  -0.694068E-03   0.192879E+05   0.374145E+00
  5631   0.350222E-01   0.104840E-02  -0.692554E-03   0.192824E+05   0.373939E+00
  5632   0.349455E-01   0.104581E-02  -0.691031E-03   0.192770E+05   0.373733E+00
  5633   0.348692E-01   0.104323E-02  -0.689500E-03   0.192716E+05   0.373527E+00
  5634   0.347932E-01   0.104065E-02  -0.687961E-03   0.192661E+05   0.373322E+00
  5635   0.347175E-01   0.103807E-02  -0.686413E-03   0.192607E+05   0.373117E+00
  5636   0.346422E-01   0.103549E-02  -0.684857E-03   0.192553E+05   0.372913E+00
  5637   0.345671E-01   0.103291E-02  -0.683293E-03   0.192498E+05   0.372708E+00
  5638   0.344924E-01   0.103034E-02  -0.681721E-03   0.192444E+05   0.372504E+00
  5639   0.344180E-01   0.102777E-02  -0.680140E-03   0.192390E+05   0.372301E+00
  5640   0.343439E-01   0.102520E-02  -0.678552E-03   0.192336E+05   0.372097E+00
  5641   0.342701E-01   0.102264E-02  -0.676955E-03   0.192282E+05   0.371894E+00
  5642   0.341966E-01   0.102008E-02  -0.675350E-03   0.192228E+05   0.371691E+00
  5643   0.341234E-01   0.101752E-02  -0.673738E-03   0.192173E+05   0.371489E+00
  5644   0.340506E-01   0.101496E-02  -0.672117E-03   0.192119E+05   0.371287E+00
  5645   0.339780E-01   0.101241E-02  -0.670488E-03   0.192065E+05   0.371085E+00
  5646   0.339058E-01   0.100986E-02  -0.668852E-03   0.192011E+05   0.370883E+00
  5647   0.338339E-01   0.100731E-02  -0.667208E-03   0.191957E+05   0.370682E+00
